subject act_desc features avg_measurement
9 WALKING_DOWNSTAIRS tGravityAccMag-std() 0.265120131365238
9 WALKING_UPSTAIRS fBodyAcc-mean()-X -0.342735952653061
9 WALKING_UPSTAIRS fBodyAcc-mean()-Y -0.405022798163265
9 WALKING_UPSTAIRS fBodyAcc-mean()-Z -0.384710423408163
9 WALKING_UPSTAIRS fBodyAcc-std()-X -0.369815777346939
9 WALKING_UPSTAIRS fBodyAcc-std()-Y -0.297641062755102
9 WALKING_UPSTAIRS fBodyAcc-std()-Z -0.244081808302041
9 WALKING_UPSTAIRS fBodyAccJerk-mean()-X -0.402044750408163
9 WALKING_UPSTAIRS fBodyAccJerk-mean()-Y -0.608498592040816
9 WALKING_UPSTAIRS fBodyAccJerk-mean()-Z -0.615125710612245
9 WALKING_UPSTAIRS fBodyAccJerk-std()-X -0.327421989591837
9 WALKING_UPSTAIRS fBodyAccJerk-std()-Y -0.590112916530612
9 WALKING_UPSTAIRS fBodyAccJerk-std()-Z -0.677831082857143
9 WALKING_UPSTAIRS fBodyAccMag-mean() -0.372890348979592
9 WALKING_UPSTAIRS fBodyAccMag-std() -0.509929461428571
9 WALKING_UPSTAIRS fBodyBodyAccJerkMag-mean() -0.419533108571429
9 WALKING_UPSTAIRS fBodyBodyAccJerkMag-std() -0.484935752040816
9 WALKING_UPSTAIRS fBodyBodyGyroJerkMag-mean() -0.734159449387755
9 WALKING_UPSTAIRS fBodyBodyGyroJerkMag-std() -0.787781590816326
9 WALKING_UPSTAIRS fBodyBodyGyroMag-mean() -0.531482693877551
9 WALKING_UPSTAIRS fBodyBodyGyroMag-std() -0.456841325204082
9 WALKING_UPSTAIRS fBodyGyro-mean()-X -0.313941631326531
9 WALKING_UPSTAIRS fBodyGyro-mean()-Y -0.499159202857143
9 WALKING_UPSTAIRS fBodyGyro-mean()-Z -0.327698671183673
9 WALKING_UPSTAIRS fBodyGyro-std()-X -0.361626377102041
9 WALKING_UPSTAIRS fBodyGyro-std()-Y -0.352033091612245
9 WALKING_UPSTAIRS fBodyGyro-std()-Z -0.165554554220408
9 WALKING_UPSTAIRS tBodyAcc-mean()-X 0.262436475714286
9 WALKING_UPSTAIRS tBodyAcc-mean()-Y -0.0195101099975714
9 WALKING_UPSTAIRS tBodyAcc-mean()-Z -0.125219003959184
9 WALKING_UPSTAIRS tBodyAcc-std()-X -0.36144437755102
9 WALKING_UPSTAIRS tBodyAcc-std()-Y -0.302206203816327
9 WALKING_UPSTAIRS tBodyAcc-std()-Z -0.253434083542857
9 WALKING_UPSTAIRS tBodyAccJerk-mean()-X 0.0692266245755102
9 WALKING_UPSTAIRS tBodyAccJerk-mean()-Y 0.00126612218367347
9 WALKING_UPSTAIRS tBodyAccJerk-mean()-Z 0.00766046602367347
9 WALKING_UPSTAIRS tBodyAccJerk-std()-X -0.335291644693878
9 WALKING_UPSTAIRS tBodyAccJerk-std()-Y -0.586147012244898
9 WALKING_UPSTAIRS tBodyAccJerk-std()-Z -0.647296002040816
9 WALKING_UPSTAIRS tBodyAccJerkMag-mean() -0.440667540204082
9 WALKING_UPSTAIRS tBodyAccJerkMag-std() -0.445485397959184
9 WALKING_UPSTAIRS tBodyAccMag-mean() -0.260727581428571
9 WALKING_UPSTAIRS tBodyAccMag-std() -0.400222037142857
9 WALKING_UPSTAIRS tBodyGyro-mean()-X -0.16396719
9 WALKING_UPSTAIRS tBodyGyro-mean()-Y -0.0412587909579592
9 WALKING_UPSTAIRS tBodyGyro-mean()-Z 0.14569462592449
9 WALKING_UPSTAIRS tBodyGyro-std()-X -0.343976630734694
9 WALKING_UPSTAIRS tBodyGyro-std()-Y -0.400859067959184
9 WALKING_UPSTAIRS tBodyGyro-std()-Z -0.138176481058776
9 WALKING_UPSTAIRS tBodyGyroJerk-mean()-X -0.0684689593355102
9 WALKING_UPSTAIRS tBodyGyroJerk-mean()-Y -0.0302797452408163
9 WALKING_UPSTAIRS tBodyGyroJerk-mean()-Z -0.0236327911183673
9 WALKING_UPSTAIRS tBodyGyroJerk-std()-X -0.660419534285714
9 WALKING_UPSTAIRS tBodyGyroJerk-std()-Y -0.708604774693878
9 WALKING_UPSTAIRS tBodyGyroJerk-std()-Z -0.65711420122449
9 WALKING_UPSTAIRS tBodyGyroJerkMag-mean() -0.672840561836735
9 WALKING_UPSTAIRS tBodyGyroJerkMag-std() -0.748651255510204
9 WALKING_UPSTAIRS tBodyGyroMag-mean() -0.0833234490061224
9 WALKING_UPSTAIRS tBodyGyroMag-std() -0.425839761428571
9 WALKING_UPSTAIRS tGravityAcc-mean()-X 0.902647777755102
9 WALKING_UPSTAIRS tGravityAcc-mean()-Y -0.0377947824285714
9 WALKING_UPSTAIRS tGravityAcc-mean()-Z -0.266009866857143
9 WALKING_UPSTAIRS tGravityAcc-std()-X -0.954383557142857
9 WALKING_UPSTAIRS tGravityAcc-std()-Y -0.901317321632653
9 WALKING_UPSTAIRS tGravityAcc-std()-Z -0.89407107877551
9 WALKING_UPSTAIRS tGravityAccMag-mean() -0.260727581428571
9 WALKING_UPSTAIRS tGravityAccMag-std() -0.400222037142857
10 LAYING fBodyAcc-mean()-X -0.96918420862069
10 LAYING fBodyAcc-mean()-Y -0.954341849137931
10 LAYING fBodyAcc-mean()-Z -0.964300845172414
10 LAYING fBodyAcc-std()-X -0.96796803862069
10 LAYING fBodyAcc-std()-Y -0.946229148258621
10 LAYING fBodyAcc-std()-Z -0.959813667810345
10 LAYING fBodyAccJerk-mean()-X -0.979014668793104
10 LAYING fBodyAccJerk-mean()-Y -0.968039173793103
10 LAYING fBodyAccJerk-mean()-Z -0.972592212931034
10 LAYING fBodyAccJerk-std()-X -0.978904364137931
10 LAYING fBodyAccJerk-std()-Y -0.968120692241379
10 LAYING fBodyAccJerk-std()-Z -0.978582339137931
10 LAYING fBodyAccMag-mean() -0.950848109137931
10 LAYING fBodyAccMag-std() -0.944304974655172
10 LAYING fBodyBodyAccJerkMag-mean() -0.968561121551724
10 LAYING fBodyBodyAccJerkMag-std() -0.965377553448276
10 LAYING fBodyBodyGyroJerkMag-mean() -0.960976821551724
10 LAYING fBodyBodyGyroJerkMag-std() -0.960772875517241
10 LAYING fBodyBodyGyroMag-mean() -0.937692642586207
10 LAYING fBodyBodyGyroMag-std() -0.933701315344828
10 LAYING fBodyGyro-mean()-X -0.953793912068965
10 LAYING fBodyGyro-mean()-Y -0.954670034482759
10 LAYING fBodyGyro-mean()-Z -0.969755777241379
10 LAYING fBodyGyro-std()-X -0.96454456637931
10 LAYING fBodyGyro-std()-Y -0.953453496551724
10 LAYING fBodyGyro-std()-Z -0.975298797068965
10 LAYING tBodyAcc-mean()-X 0.280230574137931
10 LAYING tBodyAcc-mean()-Y -0.024294484137931
10 LAYING tBodyAcc-mean()-Z -0.117168642362069
10 LAYING tBodyAcc-std()-X -0.968283685
10 LAYING tBodyAcc-std()-Y -0.946454302068966
10 LAYING tBodyAcc-std()-Z -0.95947148637931
10 LAYING tBodyAccJerk-mean()-X 0.073815064487931
10 LAYING tBodyAccJerk-mean()-Y 0.015698997097069
10 LAYING tBodyAccJerk-mean()-Z 0.00716689586275862
10 LAYING tBodyAccJerk-std()-X -0.978007466724138
10 LAYING tBodyAccJerk-std()-Y -0.966930793448276
10 LAYING tBodyAccJerk-std()-Z -0.976256662586207
10 LAYING tBodyAccJerkMag-mean() -0.976234435172414
10 LAYING tBodyAccJerkMag-std() -0.967556980689655
10 LAYING tBodyAccMag-mean() -0.956781819655172
10 LAYING tBodyAccMag-std() -0.940301654482759
10 LAYING tBodyGyro-mean()-X -0.019555937162069
10 LAYING tBodyGyro-mean()-Y -0.0770325657265517
10 LAYING tBodyGyro-mean()-Z 0.104720478344828
10 LAYING tBodyGyro-std()-X -0.961713199827586
10 LAYING tBodyGyro-std()-Y -0.953660207586207
10 LAYING tBodyGyro-std()-Z -0.971940597413793
10 LAYING tBodyGyroJerk-mean()-X -0.100308254413793
10 LAYING tBodyGyroJerk-mean()-Y -0.0388797920413793
10 LAYING tBodyGyroJerk-mean()-Z -0.0590744912758621
10 LAYING tBodyGyroJerk-std()-X -0.965900578103448
10 LAYING tBodyGyroJerk-std()-Y -0.966621040344828
10 LAYING tBodyGyroJerk-std()-Z -0.983949302758621
10 LAYING tBodyGyroJerkMag-mean() -0.970830848965517
10 LAYING tBodyGyroJerkMag-std() -0.959632931551724
10 LAYING tBodyGyroMag-mean() -0.937590998793103
10 LAYING tBodyGyroMag-std() -0.927471165517241
10 LAYING tGravityAcc-mean()-X -0.453069737586207
10 LAYING tGravityAcc-mean()-Y -0.139297681034483
10 LAYING tGravityAcc-mean()-Z -0.031121624137931
10 LAYING tGravityAcc-std()-X -0.954531941896552
10 LAYING tGravityAcc-std()-Y -0.966701156034483
10 LAYING tGravityAcc-std()-Z -0.963045642431035
10 LAYING tGravityAccMag-mean() -0.956781819655172
10 LAYING tGravityAccMag-std() -0.940301654482759
10 SITTING fBodyAcc-mean()-X -0.984943144259259
10 SITTING fBodyAcc-mean()-Y -0.9404502
10 SITTING fBodyAcc-mean()-Z -0.97464465462963
10 SITTING fBodyAcc-std()-X -0.982242427777778
10 SITTING fBodyAcc-std()-Y -0.912838063018519
10 SITTING fBodyAcc-std()-Z -0.966121042592593
10 SITTING fBodyAccJerk-mean()-X -0.989365013888889
10 SITTING fBodyAccJerk-mean()-Y -0.980962856111111
10 SITTING fBodyAccJerk-mean()-Z -0.986056767777778
10 SITTING fBodyAccJerk-std()-X -0.989550917407407
10 SITTING fBodyAccJerk-std()-Y -0.982045591111111
10 SITTING fBodyAccJerk-std()-Z -0.98911086
10 SITTING fBodyAccMag-mean() -0.955281010740741
10 SITTING fBodyAccMag-std() -0.941511952777778
10 SITTING fBodyBodyAccJerkMag-mean() -0.985900801111111
10 SITTING fBodyBodyAccJerkMag-std() -0.983266741481482
10 SITTING fBodyBodyGyroJerkMag-mean() -0.992191529259259
10 SITTING fBodyBodyGyroJerkMag-std() -0.991409100925926
10 SITTING fBodyBodyGyroMag-mean() -0.974459732592593
10 SITTING fBodyBodyGyroMag-std() -0.962459956111111
10 SITTING fBodyGyro-mean()-X -0.986477363333333
10 SITTING fBodyGyro-mean()-Y -0.986179215555556
10 SITTING fBodyGyro-mean()-Z -0.96539546962963
10 SITTING fBodyGyro-std()-X -0.989712360740741
10 SITTING fBodyGyro-std()-Y -0.983579646666667
10 SITTING fBodyGyro-std()-Z -0.962418559814815
10 SITTING tBodyAcc-mean()-X 0.270612056481481
10 SITTING tBodyAcc-mean()-Y -0.015042681852037
10 SITTING tBodyAcc-mean()-Z -0.104253238796296
10 SITTING tBodyAcc-std()-X -0.982901825925926
10 SITTING tBodyAcc-std()-Y -0.917979529962963
10 SITTING tBodyAcc-std()-Z -0.967826981666667
10 SITTING tBodyAccJerk-mean()-X 0.0775372505185185
10 SITTING tBodyAccJerk-mean()-Y 0.00897875458703704
10 SITTING tBodyAccJerk-mean()-Z -0.00499566427666667
10 SITTING tBodyAccJerk-std()-X -0.988946414074074
10 SITTING tBodyAccJerk-std()-Y -0.980756789814815
10 SITTING tBodyAccJerk-std()-Z -0.988255803703704
10 SITTING tBodyAccJerkMag-mean() -0.988054237592593
10 SITTING tBodyAccJerkMag-std() -0.985209856296296
10 SITTING tBodyAccMag-mean() -0.96075719962963
10 SITTING tBodyAccMag-std() -0.939669591481481
10 SITTING tBodyGyro-mean()-X -0.0432432176851852
10 SITTING tBodyGyro-mean()-Y -0.0679993598888889
10 SITTING tBodyGyro-mean()-Z 0.0745958869444444
10 SITTING tBodyGyro-std()-X -0.988873097222222
10 SITTING tBodyGyro-std()-Y -0.984373304814815
10 SITTING tBodyGyro-std()-Z -0.960445962037037
10 SITTING tBodyGyroJerk-mean()-X -0.0931555026481481
10 SITTING tBodyGyroJerk-mean()-Y -0.0411216540925926
10 SITTING tBodyGyroJerk-mean()-Z -0.048941191502963
10 SITTING tBodyGyroJerk-std()-X -0.992326657222222
10 SITTING tBodyGyroJerk-std()-Y -0.992584494814815
10 SITTING tBodyGyroJerk-std()-Z -0.990259813148148
10 SITTING tBodyGyroJerkMag-mean() -0.993707487592593
10 SITTING tBodyGyroJerkMag-std() -0.991696196481481
10 SITTING tBodyGyroMag-mean() -0.944202043703704
10 SITTING tBodyGyroMag-std() -0.963064577592593
10 SITTING tGravityAcc-mean()-X 0.791887198148148
10 SITTING tGravityAcc-mean()-Y -0.041260775
10 SITTING tGravityAcc-mean()-Z 0.20253457287037
10 SITTING tGravityAcc-std()-X -0.973128354074074
10 SITTING tGravityAcc-std()-Y -0.935690006481481
10 SITTING tGravityAcc-std()-Z -0.966898520555556
10 SITTING tGravityAccMag-mean() -0.96075719962963
10 SITTING tGravityAccMag-std() -0.939669591481481
10 STANDING fBodyAcc-mean()-X -0.970099814318182
10 STANDING fBodyAcc-mean()-Y -0.923378745227273
10 STANDING fBodyAcc-mean()-Z -0.955272383863636
10 STANDING fBodyAcc-std()-X -0.982949246136364
10 STANDING fBodyAcc-std()-Y -0.921860476590909
10 STANDING fBodyAcc-std()-Z -0.938098683181818
10 STANDING fBodyAccJerk-mean()-X -0.963565166136364
10 STANDING fBodyAccJerk-mean()-Y -0.942187760454545
10 STANDING fBodyAccJerk-mean()-Z -0.972241512272727
10 STANDING fBodyAccJerk-std()-X -0.968612135909091
10 STANDING fBodyAccJerk-std()-Y -0.944847393636364
10 STANDING fBodyAccJerk-std()-Z -0.979428729090909
10 STANDING fBodyAccMag-mean() -0.9401101675
10 STANDING fBodyAccMag-std() -0.945048242954545
10 STANDING fBodyBodyAccJerkMag-mean() -0.951633690454545
10 STANDING fBodyBodyAccJerkMag-std() -0.952105964545455
10 STANDING fBodyBodyGyroJerkMag-mean() -0.965614081363636
10 STANDING fBodyBodyGyroJerkMag-std() -0.965055815454545
10 STANDING fBodyBodyGyroMag-mean() -0.937786743409091
10 STANDING fBodyBodyGyroMag-std() -0.922961550454545
10 STANDING fBodyGyro-mean()-X -0.924005912954545
10 STANDING fBodyGyro-mean()-Y -0.960323800909091
10 STANDING fBodyGyro-mean()-Z -0.950915730909091
10 STANDING fBodyGyro-std()-X -0.932273942727273
10 STANDING fBodyGyro-std()-Y -0.958399857954545
10 STANDING fBodyGyro-std()-Z -0.958901257272727
10 STANDING tBodyAcc-mean()-X 0.276650300681818
10 STANDING tBodyAcc-mean()-Y -0.0155418603409091
10 STANDING tBodyAcc-mean()-Z -0.107964083931818
10 STANDING tBodyAcc-std()-X -0.978403481818182
10 STANDING tBodyAcc-std()-Y -0.919561843409091
10 STANDING tBodyAcc-std()-Z -0.941271440454545
10 STANDING tBodyAccJerk-mean()-X 0.0809784390227273
10 STANDING tBodyAccJerk-mean()-Y 0.0119007630575
10 STANDING tBodyAccJerk-mean()-Z -0.00485841031477273
10 STANDING tBodyAccJerk-std()-X -0.964311490454545
10 STANDING tBodyAccJerk-std()-Y -0.941328663409091
10 STANDING tBodyAccJerk-std()-Z -0.9764306
10 STANDING tBodyAccJerkMag-mean() -0.965163818409091
10 STANDING tBodyAccJerkMag-std() -0.952058214545455
10 STANDING tBodyAccMag-mean() -0.951988907954545
10 STANDING tBodyAccMag-std() -0.937264537954545
10 STANDING tBodyGyro-mean()-X -0.0281854325604545
10 STANDING tBodyGyro-mean()-Y -0.0876820486363636
10 STANDING tBodyGyro-mean()-Z 0.103251560681818
10 STANDING tBodyGyro-std()-X -0.929895057954545
10 STANDING tBodyGyro-std()-Y -0.958861164090909
10 STANDING tBodyGyro-std()-Z -0.953681099545455
10 STANDING tBodyGyroJerk-mean()-X -0.104753833181818
10 STANDING tBodyGyroJerk-mean()-Y -0.0371593000727273
10 STANDING tBodyGyroJerk-mean()-Z -0.0584162547045455
10 STANDING tBodyGyroJerk-std()-X -0.950367548409091
10 STANDING tBodyGyroJerk-std()-Y -0.976445016590909
10 STANDING tBodyGyroJerk-std()-Z -0.969051030681818
10 STANDING tBodyGyroJerkMag-mean() -0.971637661590909
10 STANDING tBodyGyroJerkMag-std() -0.964409410454545
10 STANDING tBodyGyroMag-mean() -0.929787259772727
10 STANDING tBodyGyroMag-std() -0.920486810227273
10 STANDING tGravityAcc-mean()-X 0.954008785454545
10 STANDING tGravityAcc-mean()-Y -0.0431597830454545
10 STANDING tGravityAcc-mean()-Z 0.0346980210431818
10 STANDING tGravityAcc-std()-X -0.991259485
10 STANDING tGravityAcc-std()-Y -0.975410724090909
10 STANDING tGravityAcc-std()-Z -0.959579657727273
10 STANDING tGravityAccMag-mean() -0.951988907954545
10 STANDING tGravityAccMag-std() -0.937264537954545
10 WALKING fBodyAcc-mean()-X -0.114190001283019
10 WALKING fBodyAcc-mean()-Y 0.0533911909886792
10 WALKING fBodyAcc-mean()-Z -0.41218272245283
10 WALKING fBodyAcc-std()-X -0.206366497226415
10 WALKING fBodyAcc-std()-Y -0.129775706316981
10 WALKING fBodyAcc-std()-Z -0.435304215660377
10 WALKING fBodyAccJerk-mean()-X -0.107941107467925
10 WALKING fBodyAccJerk-mean()-Y 0.0309052018326415
10 WALKING fBodyAccJerk-mean()-Z -0.464020508867925
10 WALKING fBodyAccJerk-std()-X -0.0791518267107547
10 WALKING fBodyAccJerk-std()-Y 0.0484867672264151
10 WALKING fBodyAccJerk-std()-Z -0.558512650188679
10 WALKING fBodyAccMag-mean() -0.0930237422792453
10 WALKING fBodyAccMag-std() -0.370471943962264
10 WALKING fBodyBodyAccJerkMag-mean() 0.0205189516981132
10 WALKING fBodyBodyAccJerkMag-std() 0.0502087634986792
10 WALKING fBodyBodyGyroJerkMag-mean() -0.515065335849057
10 WALKING fBodyBodyGyroJerkMag-std() -0.517675799056604
10 WALKING fBodyBodyGyroMag-mean() -0.412616909622642
10 WALKING fBodyBodyGyroMag-std() -0.499759796981132
10 WALKING fBodyGyro-mean()-X -0.277913780754717
10 WALKING fBodyGyro-mean()-Y -0.345209034528302
10 WALKING fBodyGyro-mean()-Z -0.108530029881132
10 WALKING fBodyGyro-std()-X -0.458292932830189
10 WALKING fBodyGyro-std()-Y -0.204392821584906
10 WALKING fBodyGyro-std()-Z -0.273292866226415
10 WALKING tBodyAcc-mean()-X 0.278574076603774
10 WALKING tBodyAcc-mean()-Y -0.017022351190566
10 WALKING tBodyAcc-mean()-Z -0.109057512132075
10 WALKING tBodyAcc-std()-X -0.178709734396226
10 WALKING tBodyAcc-std()-Y -0.0227431651698113
10 WALKING tBodyAcc-std()-Z -0.395645072075472
10 WALKING tBodyAccJerk-mean()-X 0.0857943809283019
10 WALKING tBodyAccJerk-mean()-Y 0.00408248792641509
10 WALKING tBodyAccJerk-mean()-Z -0.0162953195396226
10 WALKING tBodyAccJerk-std()-X -0.0521991013207547
10 WALKING tBodyAccJerk-std()-Y 0.0750804952113207
10 WALKING tBodyAccJerk-std()-Z -0.511662905849057
10 WALKING tBodyAccJerkMag-mean() -0.132624992298283
10 WALKING tBodyAccJerkMag-std() 0.037608338009434
10 WALKING tBodyAccMag-mean() -0.127400912069811
10 WALKING tBodyAccMag-std() -0.185602396067925
10 WALKING tBodyGyro-mean()-X 0.0106894976215094
10 WALKING tBodyGyro-mean()-Y -0.0819540783760943
10 WALKING tBodyGyro-mean()-Z 0.0986695731160377
10 WALKING tBodyGyro-std()-X -0.414205475283019
10 WALKING tBodyGyro-std()-Y -0.250853318679245
10 WALKING tBodyGyro-std()-Z -0.174524868603774
10 WALKING tBodyGyroJerk-mean()-X -0.122709563462264
10 WALKING tBodyGyroJerk-mean()-Y -0.0519204981037736
10 WALKING tBodyGyroJerk-mean()-Z -0.0611262928849057
10 WALKING tBodyGyroJerk-std()-X -0.366063723207547
10 WALKING tBodyGyroJerk-std()-Y -0.509683327924528
10 WALKING tBodyGyroJerk-std()-Z -0.329079492641509
10 WALKING tBodyGyroJerkMag-mean() -0.440363636603774
10 WALKING tBodyGyroJerkMag-std() -0.501027916603774
10 WALKING tBodyGyroMag-mean() -0.156458730358491
10 WALKING tBodyGyroMag-std() -0.402025135660377
10 WALKING tGravityAcc-mean()-X 0.963092149811321
10 WALKING tGravityAcc-mean()-Y -0.0838277013962264
10 WALKING tGravityAcc-mean()-Z 0.0549276242264151
10 WALKING tGravityAcc-std()-X -0.974435158113208
10 WALKING tGravityAcc-std()-Y -0.971114719811321
10 WALKING tGravityAcc-std()-Z -0.957862728301887
10 WALKING tGravityAccMag-mean() -0.127400912069811
10 WALKING tGravityAccMag-std() -0.185602396067925
10 WALKING_DOWNSTAIRS fBodyAcc-mean()-X 0.215665273157895
10 WALKING_DOWNSTAIRS fBodyAcc-mean()-Y 0.00904660360263158
10 WALKING_DOWNSTAIRS fBodyAcc-mean()-Z -0.157728357742105
10 WALKING_DOWNSTAIRS fBodyAcc-std()-X 0.324957743157895
10 WALKING_DOWNSTAIRS fBodyAcc-std()-Y -0.0633337717526316
10 WALKING_DOWNSTAIRS fBodyAcc-std()-Z -0.268686170263158
10 WALKING_DOWNSTAIRS fBodyAccJerk-mean()-X 0.181419131002632
10 WALKING_DOWNSTAIRS fBodyAccJerk-mean()-Y -0.119504295573684
10 WALKING_DOWNSTAIRS fBodyAccJerk-mean()-Z -0.240679035428947
10 WALKING_DOWNSTAIRS fBodyAccJerk-std()-X 0.156912678626316
10 WALKING_DOWNSTAIRS fBodyAccJerk-std()-Y -0.153355802565789
10 WALKING_DOWNSTAIRS fBodyAccJerk-std()-Z -0.396147929736842
10 WALKING_DOWNSTAIRS fBodyAccMag-mean() 0.220115703368421
10 WALKING_DOWNSTAIRS fBodyAccMag-std() -0.0616742840815789
10 WALKING_DOWNSTAIRS fBodyBodyAccJerkMag-mean() 0.156978047052632
10 WALKING_DOWNSTAIRS fBodyBodyAccJerkMag-std() 0.0380266696789474
10 WALKING_DOWNSTAIRS fBodyBodyGyroJerkMag-mean() -0.484196484736842
10 WALKING_DOWNSTAIRS fBodyBodyGyroJerkMag-std() -0.544988519210526
10 WALKING_DOWNSTAIRS fBodyBodyGyroMag-mean() -0.312347510289474
10 WALKING_DOWNSTAIRS fBodyBodyGyroMag-std() -0.387780104447368
10 WALKING_DOWNSTAIRS fBodyGyro-mean()-X -0.214350280079211
10 WALKING_DOWNSTAIRS fBodyGyro-mean()-Y -0.272495710342105
10 WALKING_DOWNSTAIRS fBodyGyro-mean()-Z 0.0391366814342105
10 WALKING_DOWNSTAIRS fBodyGyro-std()-X -0.339514358157895
10 WALKING_DOWNSTAIRS fBodyGyro-std()-Y -0.343237004473684
10 WALKING_DOWNSTAIRS fBodyGyro-std()-Z -0.1503916379
10 WALKING_DOWNSTAIRS tBodyAcc-mean()-X 0.290401594315789
10 WALKING_DOWNSTAIRS tBodyAcc-mean()-Y -0.0200050770710526
10 WALKING_DOWNSTAIRS tBodyAcc-mean()-Z -0.110848597247368
10 WALKING_DOWNSTAIRS tBodyAcc-std()-X 0.295733547631579
10 WALKING_DOWNSTAIRS tBodyAcc-std()-Y 0.00407915363157895
10 WALKING_DOWNSTAIRS tBodyAcc-std()-Z -0.183557562032895
10 WALKING_DOWNSTAIRS tBodyAccJerk-mean()-X 0.100959387447368
10 WALKING_DOWNSTAIRS tBodyAccJerk-mean()-Y 0.0107824902368421
10 WALKING_DOWNSTAIRS tBodyAccJerk-mean()-Z 0.000152617173684209
10 WALKING_DOWNSTAIRS tBodyAccJerk-std()-X 0.223275806105263
10 WALKING_DOWNSTAIRS tBodyAccJerk-std()-Y -0.105020355562895
10 WALKING_DOWNSTAIRS tBodyAccJerk-std()-Z -0.318188417289474
10 WALKING_DOWNSTAIRS tBodyAccJerkMag-mean() 0.0507010228431579
10 WALKING_DOWNSTAIRS tBodyAccJerkMag-std() 0.110877231263158
10 WALKING_DOWNSTAIRS tBodyAccMag-mean() 0.250843769394737
10 WALKING_DOWNSTAIRS tBodyAccMag-std() 0.156998205421053
10 WALKING_DOWNSTAIRS tBodyGyro-mean()-X -0.124839594289474
10 WALKING_DOWNSTAIRS tBodyGyro-mean()-Y -0.106742538831579
10 WALKING_DOWNSTAIRS tBodyGyro-mean()-Z 0.0724433685578947
10 WALKING_DOWNSTAIRS tBodyGyro-std()-X -0.304745377026316
10 WALKING_DOWNSTAIRS tBodyGyro-std()-Y -0.311407525263158
10 WALKING_DOWNSTAIRS tBodyGyro-std()-Z -0.0353021837
10 WALKING_DOWNSTAIRS tBodyGyroJerk-mean()-X -0.0643764005526316
10 WALKING_DOWNSTAIRS tBodyGyroJerk-mean()-Y -0.0489378053157895
10 WALKING_DOWNSTAIRS tBodyGyroJerk-mean()-Z -0.0720413112078947
10 WALKING_DOWNSTAIRS tBodyGyroJerk-std()-X -0.416986139210526
10 WALKING_DOWNSTAIRS tBodyGyroJerk-std()-Y -0.471650977631579
10 WALKING_DOWNSTAIRS tBodyGyroJerk-std()-Z -0.227137389605263
10 WALKING_DOWNSTAIRS tBodyGyroJerkMag-mean() -0.401854311315789
10 WALKING_DOWNSTAIRS tBodyGyroJerkMag-std() -0.494105756315789
10 WALKING_DOWNSTAIRS tBodyGyroMag-mean() -0.0238468037578947
10 WALKING_DOWNSTAIRS tBodyGyroMag-std() -0.280382850552632
10 WALKING_DOWNSTAIRS tGravityAcc-mean()-X 0.939807421052632
10 WALKING_DOWNSTAIRS tGravityAcc-mean()-Y -0.0646160768947368
10 WALKING_DOWNSTAIRS tGravityAcc-mean()-Z 0.0418715409263158
10 WALKING_DOWNSTAIRS tGravityAcc-std()-X -0.939267613157895
10 WALKING_DOWNSTAIRS tGravityAcc-std()-Y -0.937003823684211
10 WALKING_DOWNSTAIRS tGravityAcc-std()-Z -0.902085224736842
10 WALKING_DOWNSTAIRS tGravityAccMag-mean() 0.250843769394737
10 WALKING_DOWNSTAIRS tGravityAccMag-std() 0.156998205421053
10 WALKING_UPSTAIRS fBodyAcc-mean()-X -0.139410790617021
10 WALKING_UPSTAIRS fBodyAcc-mean()-Y -0.0390688222212766
10 WALKING_UPSTAIRS fBodyAcc-mean()-Z -0.301206408085106
10 WALKING_UPSTAIRS fBodyAcc-std()-X -0.171957349438298
10 WALKING_UPSTAIRS fBodyAcc-std()-Y -0.051628469647234
10 WALKING_UPSTAIRS fBodyAcc-std()-Z -0.0342347233914894
10 WALKING_UPSTAIRS fBodyAccJerk-mean()-X -0.20121432216383
10 WALKING_UPSTAIRS fBodyAccJerk-mean()-Y -0.206872839212766
10 WALKING_UPSTAIRS fBodyAccJerk-mean()-Z -0.553230667234043
10 WALKING_UPSTAIRS fBodyAccJerk-std()-X -0.247598320858298
10 WALKING_UPSTAIRS fBodyAccJerk-std()-Y -0.202796129097872
10 WALKING_UPSTAIRS fBodyAccJerk-std()-Z -0.662894135319149
10 WALKING_UPSTAIRS fBodyAccMag-mean() -0.166866721574468
10 WALKING_UPSTAIRS fBodyAccMag-std() -0.361437534680851
10 WALKING_UPSTAIRS fBodyBodyAccJerkMag-mean() -0.153553147382979
10 WALKING_UPSTAIRS fBodyBodyAccJerkMag-std() -0.334365043829787
10 WALKING_UPSTAIRS fBodyBodyGyroJerkMag-mean() -0.600582998297872
10 WALKING_UPSTAIRS fBodyBodyGyroJerkMag-std() -0.67129056212766
10 WALKING_UPSTAIRS fBodyBodyGyroMag-mean() -0.265371689148936
10 WALKING_UPSTAIRS fBodyBodyGyroMag-std() -0.166969377765957
10 WALKING_UPSTAIRS fBodyGyro-mean()-X -0.218524716912766
10 WALKING_UPSTAIRS fBodyGyro-mean()-Y -0.235858986212766
10 WALKING_UPSTAIRS fBodyGyro-mean()-Z -0.262763367170213
10 WALKING_UPSTAIRS fBodyGyro-std()-X -0.34130162006383
10 WALKING_UPSTAIRS fBodyGyro-std()-Y 0.171735785297872
10 WALKING_UPSTAIRS fBodyGyro-std()-Z -0.403822082765957
10 WALKING_UPSTAIRS tBodyAcc-mean()-X 0.267121853404255
